project_code	submitter_sample_id	ega_sample_id	ega_analysis_id	file_name	ega_file_id	encrypted_file_md5sum	file_md5sum	dataset_id
MALY-DE	tumor_4164330	EGAN00001493713	EGAZ00001257037	WGS_paired_tumor_4164330X_merged.mdup.bam.gpg	EGAF00001576043	1b20c7f00d52a9be0f63fb711caebb7f	032284e88cbd3671f2623c3452d7ccf1	EGAD00001003274
MALY-DE	control_4133263	EGAN00001356835	EGAZ00001257712	WGS_paired_control_4133263_merged.bam.rmdup.bam.gpg	EGAF00001581104	fcba4627af5ad64ef3cc8b2754af1ad2	4b322b9d10ef1a3d0f33e8e57128b21d	EGAD00001003274
MALY-DE	control_4131095	EGAN00001356834	EGAZ00001257710	WGS_paired_control_4131095_merged.bam.rmdup.bam.gpg	EGAF00001581106	76937f674df1bcbc4a4642fef33c7887	fb3abbc73b11b0b9f9d6f8760d53160a	EGAD00001003274
MALY-DE	tumor_4167925	EGAN00001493716	EGAZ00001257040	WGS_paired_tumor_4167925X_merged.mdup.bam.gpg	EGAF00001576040	c396be0e880e6deac4a6d395bfa9ebdd	b7921c7867e7d40bf9a5d2fcf0cd34fe	EGAD00001003274
MALY-DE	tumor_4160069	EGAN00001493709	EGAZ00001257033	WGS_paired_tumor_4160069_merged.mdup.bam.gpg	EGAF00001576047	88d356f91aa45b183bb15104ded8d45d	484e5e9b10aeebd9e394a59af8a0138c	EGAD00001003274
MALY-DE	tumor_4161288	EGAN00001493710	EGAZ00001257034	WGS_paired_tumor_4161288X_merged.mdup.bam.gpg	EGAF00001576046	56d1c976a71d49726e1a2937376b6167	9515df64138d6ef6b15025f414357e6b	EGAD00001003274
MALY-DE	tumor_4162154	EGAN00001493711	EGAZ00001257035	WGS_paired_tumor_4162154_merged.mdup.bam.gpg	EGAF00001576045	704dab9882becf38026056cd7f9af14e	052abab925efb8a489e854233a25a57f	EGAD00001003274
MALY-DE	tumor_4163297	EGAN00001493712	EGAZ00001257036	WGS_paired_tumor_4163297_merged.mdup.bam.gpg	EGAF00001576044	344a538374d5f0ed05e49a2598d5ab40	f97cb217725f4ac4f3c495498d6c0138	EGAD00001003274
MALY-DE	tumor_4158483	EGAN00001493707	EGAZ00001257031	WGS_paired_tumor_4158483_merged.mdup.bam.gpg	EGAF00001576049	0a8032f6a165f353f756a3fbaf73afff	af418782c76d12da5e984875a9df2e5b	EGAD00001003274
MALY-DE	tumor_4158933	EGAN00001493708	EGAZ00001257032	WGS_paired_tumor_4158933_merged.mdup.bam.gpg	EGAF00001576048	ad90262800f7dff9110681020cd172ae	27725276493c20a791d3a916699e26a2	EGAD00001003274
MALY-DE	tumor_4167381	EGAN00001493715	EGAZ00001257039	WGS_paired_tumor_4167381_merged.mdup.bam.gpg	EGAF00001576041	32d187513b0a5cff7a5399cad5bbc6c2	d777fe78bc418299cac88023cd756293	EGAD00001003274
MALY-DE	control_4128852	EGAN00001356833	EGAZ00001257709	WGS_paired_control_4128852_merged.mdup.bam.gpg	EGAF00001581107	97956b0ec7d39fa5ea4a5bc3d8218b42	f87373d48e60ef9b3c2e331acb29c81c	EGAD00001003274
MALY-DE	tumor_4176046	EGAN00001496455	EGAZ00001257422	WGS_paired_tumor_4176046X_merged.mdup.bam.gpg	EGAF00001578465	94bc8d26493d29482038a6109b1f844e	9e69364a783161110921ee505ac0c6bd	EGAD00001003274
MALY-DE	control_4113971	EGAN00001492239	EGAZ00001256555	WGS_paired_control_4113971_merged.mdup.bam.gpg	EGAF00001575414	d1af016a08b6838cc692152de130a835	03a7968c1f25ffed88f97720ce537636	EGAD00001003274
MALY-DE	control_4138885	EGAN00001356838	EGAZ00001257716	WGS_paired_control_4138885_merged.bam.rmdup.bam.gpg	EGAF00001581100	29cc7dfa928b8d6e6937b31cb859a262	204b2106abad2e538cc86072278fd471	EGAD00001003274
MALY-DE	tumor_4199996	EGAN00001356899	EGAZ00001257787	WGS_paired_tumor_4199996_merged.bam.rmdup.bam.gpg	EGAF00001581029	453190165cfdf30ed138e91ed95e73a8	5eabab64d7504bfe4f7ae25413e60b60	EGAD00001003274
MALY-DE	tumor_4176325	EGAN00001496456	EGAZ00001257423	WGS_paired_tumor_4176325_merged.mdup.bam.gpg	EGAF00001578464	e4381fb3aec410ec50e62b83ae1a6352	aa0a53d7d87fcbe43ca33457cd2df46e	EGAD00001003274
MALY-DE	control_4110120	EGAN00001492236	EGAZ00001256552	WGS_paired_control_4110120_merged.mdup.bam.gpg	EGAF00001575417	24ccbab25682e39675f90d398ca95d71	a0ff9c19bd4de31ee9678c8e2ef76190	EGAD00001003274
